reportingYear,EPRTRAnnexIMainActivity,Longitude,Latitude,Pollutant,Releases,distance_from_rome_km,Sector_Chemical industry,Sector_Energy sector,Sector_Intensive livestock production and aquaculture,Sector_Mineral industry,Sector_Other activities,Sector_Paper and wood production and processing,Sector_Production and processing of metals,Sector_Waste and wastewater management
2024,3(a),16.0871,40.4101,Nitrous oxide (N2O),14000.0,343.3499001389804,0,0,0,1,0,0,0,0
2023,2(d),10.1126,45.516,Benzene,2389.64,445.0650349334965,0,0,0,0,0,0,1,0
2022,4(e),7.7701,45.1432,Non-methane volatile organic compounds (NMVOC),126600.0,524.2692658113206,1,0,0,0,0,0,0,0
2023,1(c),14.441111,37.5425,Carbon dioxide (CO2),124029800.0,512.5366645240119,0,1,0,0,0,0,0,0
2021,7(a),13.1672,43.5292,Ammonia (NH3),12160.0,188.9666875161974,0,0,1,0,0,0,0,0
2024,7(a),7.737222,44.703889,Ammonia (NH3),19678.0,495.15219283204493,0,0,1,0,0,0,0,0
2023,7(a)(i),12.0581,44.1611,Ammonia (NH3),13723.0,253.62481860543613,0,0,1,0,0,0,0,0
2021,7(a),8.7044,45.2328,Ammonia (NH3),33365.0,479.92703519196357,0,0,1,0,0,0,0,0
2021,4(b),10.4739,43.4089,Ammonia (NH3),150996.0,235.36059793219042,1,0,0,0,0,0,0,0
2024,7(a),11.3398,45.3061,Ammonia (NH3),13087.0,389.7077397348138,0,0,1,0,0,0,0,0
2021,3(c),14.0658,41.4456,Carbon dioxide (CO2),722992000.0,139.90801467376932,0,0,0,1,0,0,0,0
2024,9(c),,,Non-methane volatile organic compounds (NMVOC),289807.5,,0,0,0,0,1,0,0,0
2023,7(a),11.620094,45.200139,Ammonia (NH3),13000.0,373.3797384956236,0,0,1,0,0,0,0,0
2024,9(c),14.6975,40.7322,Non-methane volatile organic compounds (NMVOC),170936.0,225.2292308000999,0,0,0,0,1,0,0,0
2021,7(a),10.533056,45.2575,Ammonia (NH3),12010.0,405.13142390683004,0,0,1,0,0,0,0,0
2022,7(a),10.7386,45.0669,Ammonia (NH3),39664.0,379.31229570763725,0,0,1,0,0,0,0,0
2024,1(c),9.8308,44.0738,Methane (CH4),1111000.0,324.4389984142978,0,1,0,0,0,0,0,0
2024,7(a),10.370472,45.339833,Ammonia (NH3),21029.0,418.7033983883458,0,0,1,0,0,0,0,0
2021,7(a),10.84397,44.599722,Ammonia (NH3),30165.0,328.3718765360498,0,0,1,0,0,0,0,0
2021,7(a),9.9147,45.4722,Ammonia (NH3),13020.0,447.84559230945746,0,0,1,0,0,0,0,0
2023,9(d),12.52,42.5175,Benzene,1359.0,68.37915143730088,0,0,0,0,1,0,0,0
2022,1(c),14.2297,41.0088,Hydro-fluorocarbons (HFCS),408.0,175.34271516200758,0,1,0,0,0,0,0,0
2023,1(c),8.9733,45.0286,Carbon dioxide (CO2),878076800.0,448.95765443327025,0,1,0,0,0,0,0,0
2024,3(e),7.5908,44.3867,Carbon dioxide (CO2),116734000.0,484.3039076585716,0,0,0,1,0,0,0,0
2023,5(d),11.3889,44.1194,Methane (CH4),961857.9,262.40193067491055,0,0,0,0,0,0,0,1
2023,7(a),9.7522,45.4597,Methane (CH4),114480.0,452.8383352362398,0,0,1,0,0,0,0,0
2023,3(e),11.0928,45.1436,Chlorine and inorganic compounds (as HCl),10423.0,377.69529539990066,0,0,0,1,0,0,0,0
2024,7(a),10.753333,45.689722,Ammonia (NH3),11530.0,443.68737513558597,0,0,1,0,0,0,0,0
2022,7(a),7.65,44.55,Ammonia (NH3),12296.0,490.6012271219226,0,0,1,0,0,0,0,0
2023,7(a),7.649722,44.736111,Ammonia (NH3),35230.0,502.82500096117974,0,0,1,0,0,0,0,0
2024,7(a),9.8235,45.4676,Ammonia (NH3),20098.0,450.841024532994,0,0,1,0,0,0,0,0
2021,3(c),9.7192,40.5425,Carbon dioxide (CO2),141147600.0,277.1588315763164,0,0,0,1,0,0,0,0
2022,7(a),10.35,45.1225,Ammonia (NH3),10772.0,397.6214427892729,0,0,1,0,0,0,0,0
2023,7(a),9.8156,45.2261,Ammonia (NH3),36478.0,427.9690109246469,0,0,1,0,0,0,0,0
2022,1(c),8.2991,40.8516,Carbon dioxide (CO2),2943816000.0,369.15699948624194,0,1,0,0,0,0,0,0
2021,9(c),13.8667,41.2589,Non-methane volatile organic compounds (NMVOC),677000.0,134.596259387173,0,0,0,0,1,0,0,0
2022,7(a)(iii),10.1033,45.2806,Ammonia (NH3),19350.0,422.10538243560444,0,0,1,0,0,0,0,0
2024,7(a),11.7973,44.4104,Ammonia (NH3),97823.0,284.53713278512015,0,0,1,0,0,0,0,0
2024,9(c),8.4664,45.4648,Non-methane volatile organic compounds (NMVOC),103325.8,511.60971434625776,0,0,0,0,1,0,0,0
2022,5(b),9.5078,45.5936,Carbon dioxide (CO2),195371000.0,475.3683801737427,0,0,0,0,0,0,0,1
2023,7(a),12.293358,45.782458,Ammonia (NH3),29400.0,431.7050607940209,0,0,1,0,0,0,0,0
2021,7(a),9.32,45.3963,Ammonia (NH3),65480.0,464.89946088890144,0,0,1,0,0,0,0,0
2022,7(a),10.159167,45.468611,Ammonia (NH3),21449.0,438.73359337707166,0,0,1,0,0,0,0,0
2021,7(a),10.2202,45.3035,Ammonia (NH3),11178.0,420.1701278661166,0,0,1,0,0,0,0,0
2023,1(a),10.3365,43.5872,Nitrogen oxides (NOX),425205.0,257.2528399694245,0,1,0,0,0,0,0,0
2023,3(c),11.8367,43.6581,Nitrogen oxides (NOX),583200.0,202.46809270796382,0,0,0,1,0,0,0,0
2023,7(a),10.8836,44.9178,Methane (CH4),102000.0,359.65515938708734,0,0,1,0,0,0,0,0
2021,7(a),9.9561,45.2844,Ammonia (NH3),21868.0,428.0094573536063,0,0,1,0,0,0,0,0
2021,5(a),9.4092,45.5814,Hydrochlorofluorocarbons (HCFCs),106.0,478.26352720300173,0,0,0,0,0,0,0,1
2021,7(a),12.1566,45.5995,Ammonia (NH3),10887.0,411.9582255321011,0,0,1,0,0,0,0,0
2021,7(a),12.3957,43.1373,Methane (CH4),129260.0,137.51796750832895,0,0,1,0,0,0,0,0
2024,5(d),15.651806,41.448994,Methane (CH4),145000.0,266.86471905427936,0,0,0,0,0,0,0,1
2021,2(b),13.2534,46.0067,Nitrogen oxides (NOX),381820.0,460.33206608834774,0,0,0,0,0,0,1,0
2021,2(e),8.4079,39.2091,Cadmium and compounds (as Cd),23.5555,457.08909962129064,0,0,0,0,0,0,1,0
2024,7(a),10.6111,45.08,Ammonia (NH3),14841.0,384.6037378361844,0,0,1,0,0,0,0,0
2021,7(a),10.3217,45.0683,Ammonia (NH3),24600.0,393.2515715807625,0,0,1,0,0,0,0,0
2022,1(c),13.7483,37.9691,Nitrous oxide (N2O),23177.0,450.22665809519594,0,1,0,0,0,0,0,0
2022,7(a),10.7788,45.0106,Ammonia (NH3),14010.0,372.3197120768705,0,0,1,0,0,0,0,0
2021,1(c),10.8354,45.149,Carbon dioxide (CO2),1863082488.0,384.9776214382663,0,1,0,0,0,0,0,0
2022,6(b),13.0739,46.2325,Nitrogen oxides (NOX),422100.0,483.64256280003474,0,0,0,0,0,1,0,0
2024,7(a),12.0779,44.8416,Ammonia (NH3),128611.0,328.524369951749,0,0,1,0,0,0,0,0
2021,7(a),10.8836,44.9178,Methane (CH4),102000.0,359.65515938708734,0,0,1,0,0,0,0,0
2024,7(a),10.6411,45.3053,Ammonia (NH3),28020.0,406.7342125644568,0,0,1,0,0,0,0,0
2021,7(a),7.5536,44.4172,Ammonia (NH3),29551.0,488.6321463335936,0,0,1,0,0,0,0,0
2022,2(a),10.2269,45.5333,Carbon monoxide (CO),1229153.0,442.934350852115,0,0,0,0,0,0,1,0
2021,7(a),12.5734,43.3554,Ammonia (NH3),12100.0,161.64452468688194,0,0,1,0,0,0,0,0
2022,7(a),10.7583,44.9094,Ammonia (NH3),17474.0,362.5829481925619,0,0,1,0,0,0,0,0
2023,7(a),11.3294,44.9014,Ammonia (NH3),74810.0,346.4911663316083,0,0,1,0,0,0,0,0
2024,7(a),10.553056,45.185556,Ammonia (NH3),50891.0,397.1790789748979,0,0,1,0,0,0,0,0
2022,7(a),9.94983509789,44.9408876484,Ammonia (NH3),20065.0,395.450551392287,0,0,1,0,0,0,0,0
2022,3(c),13.2503,38.190833,Ammonia (NH3),43276.0,417.7054329667705,0,0,0,1,0,0,0,0
2021,2(b),10.2269,45.5333,Carbon monoxide (CO),792593.0,442.934350852115,0,0,0,0,0,0,1,0
2021,7(a),12.8283,46.1106,Ammonia (NH3),19519.0,468.6371041128512,0,0,1,0,0,0,0,0
2024,7(a),9.995,45.42,Ammonia (NH3),11858.0,439.7648859197368,0,0,1,0,0,0,0,0
2022,7(a),12.2103,44.0025,Ammonia (NH3),110728.0,234.63371488009653,0,0,1,0,0,0,0,0
2024,7(a),11.1679,45.3886,Ammonia (NH3),14949.0,402.05656759211234,0,0,1,0,0,0,0,0
2023,4(a),9.7,45.6667,Nitrogen oxides (NOX),434512.0,474.8529299188233,1,0,0,0,0,0,0,0
2024,7(a),11.062741,45.077522,Ammonia (NH3),26134.0,371.45822244192584,0,0,1,0,0,0,0,0
2023,7(a),11.7973,44.4104,Ammonia (NH3),102158.0,284.53713278512015,0,0,1,0,0,0,0,0
2023,4(e),13.0569,46.0372,Hydro-fluorocarbons (HFCS),562.3,461.9037981195701,1,0,0,0,0,0,0,0
2023,3(c),10.3444,45.5153,Mercury and compounds (as Hg),22.0,437.306929605887,0,0,0,1,0,0,0,0
2022,1(c),10.8354,45.149,Nitrogen oxides (NOX),551765.0,384.9776214382663,0,1,0,0,0,0,0,0
2022,7(a),10.039444,45.256667,Ammonia (NH3),12720.0,422.1414538171911,0,0,1,0,0,0,0,0
2022,7(a)(i),13.2869,45.9403,Ammonia (NH3),28470.0,453.3849634237648,0,0,1,0,0,0,0,0
2024,7(a),12.6181,42.8308,Ammonia (NH3),10440.0,103.67211424923143,0,0,1,0,0,0,0,0
2024,7(a),7.5476,44.5575,Ammonia (NH3),27081.0,497.7321896626864,0,0,1,0,0,0,0,0
2023,7(a),11.8899,44.6232,Ammonia (NH3),24245.0,306.4526368397821,0,0,1,0,0,0,0,0
2024,7(a),9.9147,45.4508,Ammonia (NH3),10580.0,445.75603623783854,0,0,1,0,0,0,0,0
2022,3(e),8.2942,44.3525,Nitrogen oxides (NOX),113979.0,436.35674602538546,0,0,0,1,0,0,0,0
2021,7(a),10.8453,44.9406,Ammonia (NH3),13864.0,363.1338025798689,0,0,1,0,0,0,0,0
2023,1(c),17.088769,39.094094,Nitrogen oxides (NOX),145827.0,498.1901165776871,0,1,0,0,0,0,0,0
2021,1(c),8.8666,45.1002,Carbon dioxide (CO2),1986652000.0,460.4565851575858,0,1,0,0,0,0,0,0
2022,7(a),10.1831,45.1781,Ammonia (NH3),29120.0,409.1082979543727,0,0,1,0,0,0,0,0
2023,7(a),13.9494,42.3745,Ammonia (NH3),17690.0,130.78117650488363,0,0,1,0,0,0,0,0
2021,4(c),11.365556,45.5025,Ammonia (NH3),37898.2,410.4487397514657,1,0,0,0,0,0,0,0
2023,7(a),10.9492,45.1239,Ammonia (NH3),11199.0,379.25815162556347,0,0,1,0,0,0,0,0
2023,7(a),11.9991,44.1631,Ammonia (NH3),10790.0,254.56186460182496,0,0,1,0,0,0,0,0
2021,1(c),14.2297,41.0088,Carbon dioxide (CO2),459498000.0,175.34271516200758,0,1,0,0,0,0,0,0
2023,5(d),10.576667,43.642222,Methane (CH4),109800.0,248.90726696131452,0,0,0,0,0,0,0,1
2024,4(b),10.3175,43.575,Nitrogen oxides (NOX),101799.0,257.34910074340945,1,0,0,0,0,0,0,0
2021,3(e),12.9114,45.7825,Nitrogen oxides (NOX),358684.0,432.68306868071477,0,0,0,1,0,0,0,0
2023,1(a),15.219444,37.135556,Benzene,1330.749,579.1857861069731,0,1,0,0,0,0,0,0
2022,1(c),9.9167,44.9833,Methane (CH4),170961.0,400.8304232185023,0,1,0,0,0,0,0,0
2021,1(c),17.2878,40.951,Nitrogen oxides (NOX),328949.0,413.19609429625575,0,1,0,0,0,0,0,0
2021,1(c),11.7586,42.1275,Zinc and compounds (as Zn),963.0392,65.87472663400173,0,1,0,0,0,0,0,0
2024,7(a),7.7783,44.7236,Ammonia (NH3),13264.0,493.91400956416254,0,0,1,0,0,0,0,0
2022,7(a)(ii),10.0325,45.373056,Ammonia (NH3),23360.0,433.78116096207646,0,0,1,0,0,0,0,0
2024,7(a),10.3761,45.4758,Ammonia (NH3),11130.0,432.2894431922402,0,0,1,0,0,0,0,0
2022,1(c),17.9919,40.6411,Nitrogen oxides (NOX),680349.0,480.12109605671674,0,1,0,0,0,0,0,0
2024,6(b),12.2345,44.9115,Nitrogen oxides (NOX),174920.0,335.21991004178903,0,0,0,0,0,1,0,0
2024,1(c),9.6491,45.2219,Carbon dioxide (CO2),703922304.6,434.4931203224939,0,1,0,0,0,0,0,0
2022,1(a),8.7858,45.4372,Non-methane volatile organic compounds (NMVOC),334642.4,493.3600021474541,0,1,0,0,0,0,0,0
2024,3(c),13.2503,38.190833,Nitrogen oxides (NOX),294699.9,417.7054329667705,0,0,0,1,0,0,0,0
2024,7(a),10.904722,45.291666,Ammonia (NH3),19741.0,398.00408464067954,0,0,1,0,0,0,0,0
2023,3(c),10.0333,45.7167,Mercury and compounds (as Hg),10.1,467.82069491437875,0,0,0,1,0,0,0,0
2024,1(c),9.9761,45.2864,Methane (CH4),165876.0,427.43697050176394,0,1,0,0,0,0,0,0
2024,7(a),9.9561,45.2844,Ammonia (NH3),13220.0,428.0094573536063,0,0,1,0,0,0,0,0
2023,7(a)(ii),9.9121,45.177,Ammonia (NH3),21082.0,419.3977889809527,0,0,1,0,0,0,0,0
2023,7(a),13.3361,46.0534,Ammonia (NH3),14378.0,466.38275916600566,0,0,1,0,0,0,0,0
2024,7(a),11.1764,44.9539,Ammonia (NH3),11536.0,355.6041188659677,0,0,1,0,0,0,0,0
2022,7(a),11.432194,45.728583,Ammonia (NH3),23410.0,433.8804540350825,0,0,1,0,0,0,0,0
2023,7(a),11.051,44.737,Ammonia (NH3),15923.0,336.1261331447292,0,0,1,0,0,0,0,0
2023,5(a),14.322,41.626,Chlorofluorocarbons (CFCs),3.2431,154.5071221193467,0,0,0,0,0,0,0,1
2021,7(a)(ii),8.9981,45.1747,Ammonia (NH3),13339.0,460.2036883825491,0,0,1,0,0,0,0,0
2022,7(a)(ii),9.009167,45.132778,Ammonia (NH3),19883.0,456.04014851717073,0,0,1,0,0,0,0,0
2021,5(b),14.1103,41.5136,Nitrogen oxides (NOX),132614.1,140.78649673602848,0,0,0,0,0,0,0,1
2024,6(b),13.0739,46.2325,Arsenic and compounds (as As),53.95,483.64256280003474,0,0,0,0,0,1,0,0
2022,7(a)(ii),9.7883,45.1765,Ammonia (NH3),13499.0,424.38934622761906,0,0,1,0,0,0,0,0
2022,3(e),12.8833,45.95,Arsenic and compounds (as As),21.068,451.0918687246403,0,0,0,1,0,0,0,0
2021,7(a),10.3828,45.4119,Ammonia (NH3),28580.0,425.5909066542994,0,0,1,0,0,0,0,0
2023,1(c),12.2458,45.4313,Sulphur oxides (SOX),444070.0,392.8681219243284,0,1,0,0,0,0,0,0
2021,3(c),12.7394,46.1778,Sulphur oxides (SOX),161009.0,475.75427963107893,0,0,0,1,0,0,0,0
2021,7(a),9.7061,45.1912,Ammonia (NH3),20589.0,429.20767398263763,0,0,1,0,0,0,0,0
2021,7(a),9.971667,45.023889,Ammonia (NH3),11188.0,402.3948130554078,0,0,1,0,0,0,0,0
2024,1(c),15.2808,38.2019,Carbon dioxide (CO2),427593338.0,474.81617636859517,0,1,0,0,0,0,0,0
2021,7(a),10.7114,45.2167,Ammonia (NH3),13850.0,395.5369059396822,0,0,1,0,0,0,0,0
2024,8(b),8.0236,44.6986,Hydro-fluorocarbons (HFCS),167.0,477.0019609773903,0,0,0,0,0,0,0,0
2022,7(a),7.8717,44.6757,Ammonia (NH3),12220.0,484.8166233348727,0,0,1,0,0,0,0,0
2024,1(c),15.2022,37.1291,Sulphur oxides (SOX),245100.0,579.2538732559473,0,1,0,0,0,0,0,0
2021,7(a),10.094081,45.566629,Ammonia (NH3),12730.0,450.75189153112603,0,0,1,0,0,0,0,0
2022,7(a),12.3957,43.1373,Ammonia (NH3),16300.0,137.51796750832895,0,0,1,0,0,0,0,0
2023,7(a)(ii),9.655278,45.548611,Ammonia (NH3),11042.0,465.1836993994771,0,0,1,0,0,0,0,0
2022,7(a),10.6253,44.9431,Ammonia (NH3),12900.0,370.27362716609315,0,0,1,0,0,0,0,0
2022,7(a),10.3031,44.6631,Ammonia (NH3),16237.0,354.54732732201853,0,0,1,0,0,0,0,0
2021,3(e),12.2592,45.4644,Carbon dioxide (CO2),115379000.0,396.4903506366455,0,0,0,1,0,0,0,0
2023,7(a)(i),9.880556,45.513889,Ammonia (NH3),10125.0,453.18943232523327,0,0,1,0,0,0,0,0
2021,7(a),10.2048,45.3073,Ammonia (NH3),12757.0,421.0890141770204,0,0,1,0,0,0,0,0
2021,1(c),9.4794,45.0899,Hydro-fluorocarbons (HFCS),195.2,429.82876504034436,0,1,0,0,0,0,0,0
2022,9(c),9.3333,45.5667,Sulphur hexafluoride (SF6),950.0,480.07797140875863,0,0,0,0,1,0,0,0
2024,8(b),11.201944,45.24368,Non-methane volatile organic compounds (NMVOC),207006.0,385.83280619241486,0,0,0,0,0,0,0,0
2021,7(a),10.147714,45.353517,Ammonia (NH3),20508.0,427.69145178525247,0,0,1,0,0,0,0,0
2023,7(a),10.8836,44.9178,Ammonia (NH3),30300.0,359.65515938708734,0,0,1,0,0,0,0,0
2022,4(e),9.7981,45.68,Dichloromethane (DCM),12601.42,472.48931598030384,1,0,0,0,0,0,0,0
2021,4(b),12.2333,44.4333,Sulphur oxides (SOX),859724.0,282.1861503637189,1,0,0,0,0,0,0,0
2024,1(a),9.0113,39.0971,Non-methane volatile organic compounds (NMVOC),452639.1,429.0677199992063,0,1,0,0,0,0,0,0
2023,7(a),7.4758,44.795,Ammonia (NH3),18620.0,517.738554941606,0,0,1,0,0,0,0,0
2023,7(a),9.2911,45.2658,Ammonia (NH3),12240.0,454.32445247041585,0,0,1,0,0,0,0,0
2021,5(d),12.0021,42.4525,Methane (CH4),238000.0,73.45168410482017,0,0,0,0,0,0,0,1
2022,1(c),12.236944,44.448611,Sulphur hexafluoride (SF6),50.0,283.861566092513,0,1,0,0,0,0,0,0
2024,1(c),8.9992,39.2282,Sulphur oxides (SOX),536787.0,419.1101676815729,0,1,0,0,0,0,0,0
2022,7(a),12.8869,46.0301,Ammonia (NH3),12736.0,459.9959655875469,0,0,1,0,0,0,0,0
2021,7(a),9.4614,45.2461,Ammonia (NH3),13684.0,444.87306743912654,0,0,1,0,0,0,0,0
2022,4(a),12.2363,45.4438,Benzene,1496.8,394.29587462725914,1,0,0,0,0,0,0,0
2021,7(a),10.9384,45.5306,Ammonia (NH3),53988.2,422.3554676415285,0,0,1,0,0,0,0,0
2021,5(d),8.2853,40.8156,Methane (CH4),111589.0,371.6230537273681,0,0,0,0,0,0,0,1
2022,7(a),12.8175,45.92,Ammonia (NH3),22549.0,447.43108587806955,0,0,1,0,0,0,0,0
2023,5(d),9.168889,39.420556,Methane (CH4),298000.0,393.5878025129596,0,0,0,0,0,0,0,1
2023,7(a),9.6467,45.1239,Ammonia (NH3),31574.0,425.4845983942671,0,0,1,0,0,0,0,0
2023,7(a),10.4559,45.1579,Ammonia (NH3),11930.0,397.5425475745938,0,0,1,0,0,0,0,0
2022,7(a),9.7517,45.3369,Ammonia (NH3),11849.0,441.1001232133612,0,0,1,0,0,0,0,0
2024,7(a),9.9181,45.2167,Ammonia (NH3),11260.0,422.96314899366496,0,0,1,0,0,0,0,0
2022,1(c),15.2022,37.1291,Copper and compounds (as Cu),120.5,579.2538732559473,0,1,0,0,0,0,0,0
2023,3(e),10.8997,43.7139,Sulphur oxides (SOX),185712.0,239.8251737876945,0,0,0,1,0,0,0,0
2024,7(a),15.0331,40.6108,Ammonia (NH3),17930.0,256.1135664474034,0,0,1,0,0,0,0,0
2023,1(c),8.4008,39.1962,Carbon dioxide (CO2),1239364909.5,458.5068450836283,0,1,0,0,0,0,0,0
2023,5(d),10.9386,44.3408,Methane (CH4),159007.7,299.1115060532361,0,0,0,0,0,0,0,1
2021,1(c),15.2808,38.2019,Sulphur oxides (SOX),382591.0,474.81617636859517,0,1,0,0,0,0,0,0
2023,7(a),10.6039,45.3069,Ammonia (NH3),19237.0,408.00680589698726,0,0,1,0,0,0,0,0
2021,2(f),12.2444,44.4681,Nitrogen oxides (NOX),234115.0,285.9786806487635,0,0,0,0,0,0,1,0
2021,7(a),12.364722,44.146667,Ammonia (NH3),15436.0,249.73602419494904,0,0,1,0,0,0,0,0
2021,3(e),12.4,45.783333,Nitrogen oxides (NOX),236888.0,431.5647360874732,0,0,0,1,0,0,0,0
2023,7(a),12.0192,44.165,Ammonia (NH3),21443.0,254.5164027114181,0,0,1,0,0,0,0,0
2022,9(c),11.3992,45.3093,Non-methane volatile organic compounds (NMVOC),358768.0,388.93979019538864,0,0,0,0,1,0,0,0
2022,4(a),15.1752,37.2191,Sulphur oxides (SOX),174500.0,569.10296764055,1,0,0,0,0,0,0,0
2023,7(a),10.725,45.2139,Ammonia (NH3),12710.0,394.85108476118614,0,0,1,0,0,0,0,0
2022,7(a),7.835137,44.862804,Ammonia (NH3),11057.0,500.0789327456044,0,0,1,0,0,0,0,0
2023,7(a),9.9278,45.4336,Ammonia (NH3),39840.0,443.58762798868474,0,0,1,0,0,0,0,0
2022,7(a),13.1547,46.1864,Ammonia (NH3),14980.0,479.2067240030533,0,0,1,0,0,0,0,0
2023,3(c),10.3444,45.5153,Carbon dioxide (CO2),808186000.0,437.306929605887,0,0,0,1,0,0,0,0
2021,1(c),11.1387,45.0593,Nitrogen oxides (NOX),659641.0,367.66839201636236,0,1,0,0,0,0,0,0
2022,7(a),10.147714,45.353517,Ammonia (NH3),20050.0,427.69145178525247,0,0,1,0,0,0,0,0
2022,1(c),9.6491,45.2219,Nitrogen oxides (NOX),312700.0,434.4931203224939,0,1,0,0,0,0,0,0
2024,2(a),15.034444,37.446111,Zinc and compounds (as Zn),784.4024,541.0071188998154,0,0,0,0,0,0,1,0
2024,4(e),7.7701,45.1432,Dichloromethane (DCM),3800.0,524.2692658113206,1,0,0,0,0,0,0,0
2022,7(a),10.8814,44.9161,Ammonia (NH3),19300.0,359.54403080220254,0,0,1,0,0,0,0,0
2022,5(d),11.1692,44.6864,Methane (CH4),307054.3,327.61704234977236,0,0,0,0,0,0,0,1
2023,1(c),18.0321,40.5638,Nitrogen oxides (NOX),1348411.1,486.1548254028064,0,1,0,0,0,0,0,0
2023,3(e),14.75,42.066667,Nitrogen oxides (NOX),216670.0,187.1520362527261,0,0,0,1,0,0,0,0
2024,4(a),,,Hydro-fluorocarbons (HFCS),4301.5126,,1,0,0,0,0,0,0,0
2023,7(a),10.9433,45.2161,Ammonia (NH3),35223.0,389.0756365743776,0,0,1,0,0,0,0,0
2021,4(a),12.2667,45.4594,Carbon dioxide (CO2),269839000.0,395.9064965826192,1,0,0,0,0,0,0,0
2021,7(a),7.7055,44.717694,Ammonia (NH3),17200.0,498.0765493632422,0,0,1,0,0,0,0,0
2023,7(a),7.8897,44.8978,Ammonia (NH3),28548.0,499.27418194668877,0,0,1,0,0,0,0,0
2021,1(a),15.2723,38.2027,Chlorine and inorganic compounds (as HCl),20700.0,474.37811556178303,0,1,0,0,0,0,0,0
2023,2(e),14.326944,41.030278,Nitrogen oxides (NOX),124600.0,180.7619232906541,0,0,0,0,0,0,1,0
2021,4(a),14.2772,37.0554,Carbon dioxide (CO2),202356000.0,560.2184704049324,1,0,0,0,0,0,0,0
2022,7(a),12.141361,45.173778,Ammonia (NH3),20210.0,364.8391963340695,0,0,1,0,0,0,0,0
2021,7(a),9.8208,45.4933,Ammonia (NH3),33580.0,453.43567267909197,0,0,1,0,0,0,0,0
2022,7(a)(i),13.058333,42.440833,Ammonia (NH3),14400.0,75.65507082288369,0,0,1,0,0,0,0,0
2022,6(b),13.5869,41.6994,Carbon dioxide (CO2),154382003.1,93.17920276997535,0,0,0,0,0,1,0,0
2024,6(b),13.0739,46.2325,Ammonia (NH3),168670.0,483.64256280003474,0,0,0,0,0,1,0,0
2021,7(a),11.9728,45.6225,Ammonia (NH3),12404.0,415.74081096686905,0,0,1,0,0,0,0,0
2022,4(a),15.1752,37.2191,Nitrogen oxides (NOX),151100.0,569.10296764055,1,0,0,0,0,0,0,0
2022,7(a),11.0885,44.9487,Ammonia (NH3),21679.0,357.24733520922206,0,0,1,0,0,0,0,0
2024,2(a),10.2269,45.5333,Mercury and compounds (as Hg),22.6661,442.934350852115,0,0,0,0,0,0,1,0
2023,7(a),13.6366,43.1903,Ammonia (NH3),13850.0,170.93558412114717,0,0,1,0,0,0,0,0
2023,3(c),14.0658,41.4456,Carbon monoxide (CO),727000.0,139.90801467376932,0,0,0,1,0,0,0,0
2024,4(a),,,Hydrochlorofluorocarbons (HCFCs),5277.8377,,1,0,0,0,0,0,0,0
2024,6(b),11.05,45.0667,Ammonia (NH3),25460.0,370.6401970890199,0,0,0,0,0,1,0,0
2021,2(b),9.5969,45.6425,Carbon monoxide (CO),707900.0,476.48876713324137,0,0,0,0,0,0,1,0
2022,7(a),13.6737,43.0631,Ammonia (NH3),12500.0,161.13761668232092,0,0,1,0,0,0,0,0
2024,4(e),10.0128,45.8022,Non-methane volatile organic compounds (NMVOC),179942.2,477.0774099939351,1,0,0,0,0,0,0,0
2023,1(a),8.8768,45.0997,Benzene,3355.14,459.8924322368035,0,1,0,0,0,0,0,0
2021,5(d),15.651806,41.448994,Methane (CH4),180000.0,266.86471905427936,0,0,0,0,0,0,0,1
2024,7(a),9.8353,45.4525,Methane (CH4),110660.0,448.92643101605097,0,0,1,0,0,0,0,0
2023,4(a),9.7667,45.7136,Benzene,1410.0,476.9347657260154,1,0,0,0,0,0,0,0
2023,9(c),12.0741,44.1418,Non-methane volatile organic compounds (NMVOC),124190.0,251.32012695849141,0,0,0,0,1,0,0,0
2021,1(c),13.7483,37.9691,Nitrogen oxides (NOX),396341.0,450.22665809519594,0,1,0,0,0,0,0,0
2022,7(a),8.7853,45.1753,Ammonia (NH3),19927.0,470.94572006708864,0,0,1,0,0,0,0,0
2021,7(a),7.4745,44.427,Ammonia (NH3),13519.0,494.49369759983017,0,0,1,0,0,0,0,0
2024,1(c),14.1132,41.3774,Carbon dioxide (CO2),1278417000.0,146.5044836253199,0,1,0,0,0,0,0,0
2022,7(a),10.6194,45.0653,Ammonia (NH3),13516.0,382.84532435350553,0,0,1,0,0,0,0,0
2021,1(c),7.9005,45.1854,Carbon dioxide (CO2),1059582000.0,519.876589257793,0,1,0,0,0,0,0,0
2022,3(e),8.2708,44.9044,Nitrogen oxides (NOX),128200.0,477.2936154197091,0,0,0,1,0,0,0,0
2022,4(e),7.7701,45.1432,Dichloromethane (DCM),12224.0,524.2692658113206,1,0,0,0,0,0,0,0
2024,7(a),7.3934,44.7342,Ammonia (NH3),11323.0,519.0117142803565,0,0,1,0,0,0,0,0
2022,5(d),10.8724,45.8891,Methane (CH4),324006.5,461.9336518217225,0,0,0,0,0,0,0,1
2022,7(a),9.525833,45.1869,Ammonia (NH3),20418.0,436.5906892448011,0,0,1,0,0,0,0,0
2022,3(c),8.6794,45.7794,Carbon dioxide (CO2),502374000.0,528.5578509656057,0,0,0,1,0,0,0,0
2023,7(a),10.3899,45.3379,Ammonia (NH3),13130.0,417.8721165336042,0,0,1,0,0,0,0,0
