reportingYear,EPRTRAnnexIMainActivity,Longitude,Latitude,Pollutant,Releases,distance_from_rome_km,Sector_Chemical industry,Sector_Energy sector,Sector_Intensive livestock production and aquaculture,Sector_Mineral industry,Sector_Other activities,Sector_Paper and wood production and processing,Sector_Production and processing of metals,Sector_Waste and wastewater management
2021,7(a),11.106667,45.123611,Ammonia (NH3),31920.0,375.24594232047895,0,0,1,0,0,0,0,0
2021,7(a),10.7394,45.3317,Ammonia (NH3),27910.6,406.6374781001603,0,0,1,0,0,0,0,0
2021,1(c),11.7654,42.1231,Carbon dioxide (CO2),530453000.0,65.17174386427507,0,1,0,0,0,0,0,0
2022,2(b),12.6667,42.5667,Nitrogen oxides (NOX),510200.0,75.14187357873665,0,0,0,0,0,0,1,0
2022,5(d),10.9386,44.3408,Methane (CH4),133874.2,299.1115060532361,0,0,0,0,0,0,0,1
2022,7(a),12.386111,44.053333,Ammonia (NH3),12070.0,239.2965497068425,0,0,1,0,0,0,0,0
2024,7(a),10.4919,45.3809,Ammonia (NH3),30400.0,418.99815196073837,0,0,1,0,0,0,0,0
2024,2(e),10.3928,45.4767,Polychlorinated biphenyls (PCBs),1.15,431.85393204495546,0,0,0,0,0,0,1,0
2022,7(a),9.9147,45.4508,Ammonia (NH3),12070.0,445.75603623783854,0,0,1,0,0,0,0,0
2022,1(c),17.9919,40.6411,Carbon dioxide (CO2),2428705000.0,480.12109605671674,0,1,0,0,0,0,0,0
2022,7(a),9.5606,45.3256,Ammonia (NH3),22530.0,447.93657561176553,0,0,1,0,0,0,0,0
2022,7(a),10.3821,45.4863,Ammonia (NH3),24050.0,433.1673437506241,0,0,1,0,0,0,0,0
2022,7(a),10.1494,45.3306,Ammonia (NH3),18530.0,425.3632019373156,0,0,1,0,0,0,0,0
2022,7(a),7.5633,44.6922,Ammonia (NH3),12013.0,505.3940875422444,0,0,1,0,0,0,0,0
2023,7(a),13.248906,43.488567,Ammonia (NH3),28833.0,186.74351747192836,0,0,1,0,0,0,0,0
2024,7(a),13.29075,46.104806,Ammonia (NH3),14335.0,471.53415372095014,0,0,1,0,0,0,0,0
2024,7(a),9.9278,45.4336,Ammonia (NH3),37490.0,443.58762798868474,0,0,1,0,0,0,0,0
2021,7(a),9.3267,45.4119,Ammonia (NH3),17232.0,466.03621859810676,0,0,1,0,0,0,0,0
2023,4(e),8.9767,45.0575,Non-methane volatile organic compounds (NMVOC),181370.0,451.2332413641436,1,0,0,0,0,0,0,0
2022,3(e),12.2592,45.4644,Sulphur oxides (SOX),180450.0,396.4903506366455,0,0,0,1,0,0,0,0
2024,4(e),9.3747,45.4044,Hydro-fluorocarbons (HFCS),496.0,463.2452754182313,1,0,0,0,0,0,0,0
2024,4(e),9.7828,45.6836,Hydro-fluorocarbons (HFCS),148.0,473.4049560693992,1,0,0,0,0,0,0,0
2024,7(a),10.1681,45.1642,Ammonia (NH3),12880.0,408.2969907889651,0,0,1,0,0,0,0,0
2022,3(c),12.259722,45.815833,Nitrogen oxides (NOX),246526.0,435.5224044699912,0,0,0,1,0,0,0,0
2021,6(b),10.5167,44.9167,Zinc and compounds (as Zn),4306.0,371.29893725265117,0,0,0,0,0,1,0,0
2022,2(b),17.1999,40.5167,Zinc and compounds (as Zn),1255.94,422.49503361756746,0,0,0,0,0,0,1,0
2024,7(a),7.7055,44.717694,Ammonia (NH3),17100.0,498.0765493632422,0,0,1,0,0,0,0,0
2023,1(c),8.2991,40.8516,Fluorine and inorganic compounds (as HF),8233.1541,369.15699948624194,0,1,0,0,0,0,0,0
2022,2(e),14.326944,41.030278,Nitrogen oxides (NOX),184900.0,180.7619232906541,0,0,0,0,0,0,1,0
2023,4(a),12.2667,45.4594,Carbon dioxide (CO2),295889970.0,395.9064965826192,1,0,0,0,0,0,0,0
2023,1(c),18.0321,40.5638,Nitrous oxide (N2O),17585.9,486.1548254028064,0,1,0,0,0,0,0,0
2023,7(a),10.7983,43.5044,Ammonia (NH3),20131.0,225.75389188624004,0,0,1,0,0,0,0,0
2022,7(a),10.6975,45.0417,Ammonia (NH3),22979.0,377.9861726675765,0,0,1,0,0,0,0,0
2023,4(e),10.0128,45.8022,Non-methane volatile organic compounds (NMVOC),141023.9,477.0774099939351,1,0,0,0,0,0,0,0
2022,7(a),10.1019,45.0048,Ammonia (NH3),11770.0,395.34354005536096,0,0,1,0,0,0,0,0
2024,4(e),10.0128,45.8022,Dichloromethane (DCM),44305.0,477.0774099939351,1,0,0,0,0,0,0,0
2021,2(b),12.6667,42.5667,Fluorine and inorganic compounds (as HF),6105.1,75.14187357873665,0,0,0,0,0,0,1,0
2021,1(c),14.9543,38.474,Nitrogen oxides (NOX),156082.0,434.63889175383196,0,1,0,0,0,0,0,0
2023,7(a),9.4147,45.1303,Ammonia (NH3),103220.0,436.43837193430693,0,0,1,0,0,0,0,0
2022,7(a),9.9272,45.2317,Ammonia (NH3),19242.0,424.0459601497846,0,0,1,0,0,0,0,0
2022,5(a),7.723071,45.153355,Ammonia (NH3),13682.0,527.7757227599947,0,0,0,0,0,0,0,1
2023,1(a),17.193,40.4892,Nitrous oxide (N2O),18390.0,423.1599159692294,0,1,0,0,0,0,0,0
2024,7(a),9.6223,45.3141,Ammonia (NH3),42103.0,444.2587580906657,0,0,1,0,0,0,0,0
2024,5(d),11.7264,42.8483,Methane (CH4),146770.0,122.6935294008584,0,0,0,0,0,0,0,1
2021,7(a),13.7019,42.5958,Ammonia (NH3),13800.0,125.62949050198593,0,0,1,0,0,0,0,0
2022,7(a),10.3761,45.4758,Ammonia (NH3),11407.0,432.2894431922402,0,0,1,0,0,0,0,0
2022,1(c),11.7586,42.1275,Sulphur oxides (SOX),1437170.0,65.87472663400173,0,1,0,0,0,0,0,0
2021,5(b),10.9439,44.6714,Carbon dioxide (CO2),186706872.8,332.4959009741118,0,0,0,0,0,0,0,1
2022,4(b),12.2236,45.4483,Hydro-fluorocarbons (HFCS),1410.0,394.8508736063738,1,0,0,0,0,0,0,0
2023,7(a),10.1053,45.5697,Ammonia (NH3),11110.0,450.6739409169753,0,0,1,0,0,0,0,0
2023,8(b),8.5825,45.425,Ammonia (NH3),16200.0,502.367040546723,0,0,0,0,0,0,0,0
2024,1(c),9.0197,40.2392,Nitrogen oxides (NOX),106070.0,345.1538185907066,0,1,0,0,0,0,0,0
2021,1(c),12.2003,42.9946,Nitrogen oxides (NOX),126421.0,123.80937782008826,0,1,0,0,0,0,0,0
2023,3(c),13.0042,41.7367,Carbon dioxide (CO2),326434000.0,45.95489691933602,0,0,0,1,0,0,0,0
2023,1(c),8.4008,39.1962,Nitrogen oxides (NOX),611387.4,458.5068450836283,0,1,0,0,0,0,0,0
2024,9(c),12.3992,45.9307,Non-methane volatile organic compounds (NMVOC),139370.0,447.94960416655414,0,0,0,0,1,0,0,0
2022,9(c),8.9946,45.6018,Non-methane volatile organic compounds (NMVOC),329977.0,498.16775196513777,0,0,0,0,1,0,0,0
2024,1(c),9.2828,45.4172,Carbon dioxide (CO2),129316000.0,468.4601167335642,0,1,0,0,0,0,0,0
2024,7(a),10.1525,45.2933,Ammonia (NH3),23600.0,421.5663200102679,0,0,1,0,0,0,0,0
2023,3(c),9.7186,45.0497,Sulphur oxides (SOX),204917.0,415.4886311061949,0,0,0,1,0,0,0,0
2021,3(c),12.6178,43.2844,Carbon monoxide (CO),545800.0,153.94793754868223,0,0,0,1,0,0,0,0
2024,7(a),10.6692,45.0736,Ammonia (NH3),28034.0,382.12286736829003,0,0,1,0,0,0,0,0
2024,7(a),10.1831,45.1781,Ammonia (NH3),29120.0,409.1082979543727,0,0,1,0,0,0,0,0
2021,1(a),9.0113,39.0971,Nickel and compounds (as Ni),605.6533,429.0677199992063,0,1,0,0,0,0,0,0
2023,1(a),15.219444,37.135556,Nitrous oxide (N2O),12098.0,579.1857861069731,0,1,0,0,0,0,0,0
2023,3(e),12.2592,45.4644,Nitrogen oxides (NOX),459210.0,396.4903506366455,0,0,0,1,0,0,0,0
2021,7(a)(ii),8.9644,45.0942,Ammonia (NH3),14508.0,454.97684420220054,0,0,1,0,0,0,0,0
2023,4(a),18.0022,40.6395,Nitrogen oxides (NOX),263630.0,481.00117134663145,1,0,0,0,0,0,0,0
2021,7(a),11.2732,45.074,Ammonia (NH3),36464.0,366.15589412172045,0,0,1,0,0,0,0,0
2023,1(c),11.7586,42.1275,Carbon dioxide (CO2),3339651000.0,65.87472663400173,0,1,0,0,0,0,0,0
2022,7(a),8.5892,45.503,Ammonia (NH3),29862.0,508.6938510029393,0,0,1,0,0,0,0,0
2024,3(c),7.5,44.2833,Carbon dioxide (CO2),716671543.2,484.2811228602819,0,0,0,1,0,0,0,0
2022,4(a),15.1973,37.167,Nitrogen oxides (NOX),561081.0,575.2012058760492,1,0,0,0,0,0,0,0
2022,7(a),12.158333,44.751944,Ammonia (NH3),12930.0,317.9874525517358,0,0,1,0,0,0,0,0
2024,7(a),12.3957,43.1373,Methane (CH4),114680.0,137.51796750832895,0,0,1,0,0,0,0,0
2023,1(a),15.1905,37.2216,Benzene,3660.8,569.3767495576742,0,1,0,0,0,0,0,0
2021,7(a),13.8574,42.5876,Ammonia (NH3),18000.0,135.4558229226069,0,0,1,0,0,0,0,0
2024,7(a),11.91933,44.72925,Ammonia (NH3),10458.0,317.733048063295,0,0,1,0,0,0,0,0
2022,3(c),9.6261,45.7886,Carbon dioxide (CO2),228594000.0,489.48589579402653,0,0,0,1,0,0,0,0
2024,7(a),10.7811,45.2879,Ammonia (NH3),10448.0,400.92528303763004,0,0,1,0,0,0,0,0
2022,7(a),10.4919,45.3809,Ammonia (NH3),43650.0,418.99815196073837,0,0,1,0,0,0,0,0
2021,3(c),12.6178,43.2844,Carbon dioxide (CO2),423914000.0,153.94793754868223,0,0,0,1,0,0,0,0
2021,7(a)(ii),9.8925,45.2036,Ammonia (NH3),13994.0,422.7253223266113,0,0,1,0,0,0,0,0
2021,1(c),9.5102,45.5119,Carbon dioxide (CO2),652194000.0,467.53659705314686,0,1,0,0,0,0,0,0
2023,7(a),10.8086,45.2619,Ammonia (NH3),14565.0,397.46079970214606,0,0,1,0,0,0,0,0
2022,1(c),15.4759,41.2018,Carbon dioxide (CO2),696479000.0,259.8801424448694,0,1,0,0,0,0,0,0
2022,1(c),11.9045,44.3163,Nitrogen oxides (NOX),137440.0,272.634114693117,0,1,0,0,0,0,0,0
2023,3(c),16.4489,38.9141,Nitrogen oxides (NOX),280100.0,471.52423078778224,0,0,0,1,0,0,0,0
2022,9(c),9.410564,45.30866,Non-methane volatile organic compounds (NMVOC),268998.3,452.8604934666745,0,0,0,0,1,0,0,0
2024,4(b),12.25,44.45,Carbon monoxide (CO),1493000.0,283.93915705228454,1,0,0,0,0,0,0,0
2021,4(b),12.25,44.45,Nitrogen oxides (NOX),828000.0,283.93915705228454,1,0,0,0,0,0,0,0
2023,7(a),10.8747,45.0375,Ammonia (NH3),11171.0,372.2982530102093,0,0,1,0,0,0,0,0
2023,3(c),12.6178,43.2844,Ammonia (NH3),26000.0,153.94793754868223,0,0,0,1,0,0,0,0
2021,1(c),15.1825,37.1791,Nickel and compounds (as Ni),117.1718,573.451982183205,0,1,0,0,0,0,0,0
2024,7(a),9.8156,45.2261,Methane (CH4),110384.0,427.9690109246469,0,0,1,0,0,0,0,0
2021,1(c),12.2661,44.4844,Carbon monoxide (CO),524082.0,287.6669114626911,0,1,0,0,0,0,0,0
2022,7(a),10.9178,44.9818,Ammonia (NH3),52134.0,365.30096828724606,0,0,1,0,0,0,0,0
2021,7(a),9.9692,45.3808,Ammonia (NH3),18110.0,436.8857967971654,0,0,1,0,0,0,0,0
2023,7(a),9.9561,45.2844,Ammonia (NH3),21868.0,428.0094573536063,0,0,1,0,0,0,0,0
2021,5(d),13.398611,37.380555,Methane (CH4),188700.0,508.7408183204527,0,0,0,0,0,0,0,1
2023,7(a),12.3957,43.1373,Ammonia (NH3),16350.0,137.51796750832895,0,0,1,0,0,0,0,0
2021,1(c),7.9005,45.1854,Carbon monoxide (CO),527900.0,519.876589257793,0,1,0,0,0,0,0,0
2024,2(e),18.318,40.1011,Polychlorinated biphenyls (PCBs),0.234,527.8715494715622,0,0,0,0,0,0,1,0
2021,7(a),9.725,45.5583,Methane (CH4),174036.0,463.3995249211472,0,0,1,0,0,0,0,0
2021,3(e),10.3858,43.7061,Sulphur oxides (SOX),152500.0,264.2817592979229,0,0,0,1,0,0,0,0
2024,3(c),9.7186,45.0497,Nitrogen oxides (NOX),491409.0,415.4886311061949,0,0,0,1,0,0,0,0
2023,7(a),10.020556,45.294722,Ammonia (NH3),38270.0,426.56201654300463,0,0,1,0,0,0,0,0
2021,7(a),8.7044,45.2328,Methane (CH4),152181.0,479.92703519196357,0,0,1,0,0,0,0,0
2022,7(a),9.4228,45.3898,Ammonia (NH3),10170.0,459.8086224396931,0,0,1,0,0,0,0,0
2024,2(b),17.1999,40.5167,Sulphur oxides (SOX),2419620.0,422.49503361756746,0,0,0,0,0,0,1,0
2023,7(a)(i),11.84,44.6991,Ammonia (NH3),17669.0,315.4356517248701,0,0,1,0,0,0,0,0
2024,7(a),9.8089,45.1986,Ammonia (NH3),14625.0,425.6316362060307,0,0,1,0,0,0,0,0
2023,1(c),8.739,45.5212,Nitrous oxide (N2O),19670.0,502.9487066098593,0,1,0,0,0,0,0,0
2023,7(a),9.968889,45.555556,Ammonia (NH3),38440.0,454.0503975113994,0,0,1,0,0,0,0,0
2024,7(a),11.0651,45.3634,Ammonia (NH3),14778.0,401.65347833902695,0,0,1,0,0,0,0,0
2021,7(a),12.3811,44.0086,Ammonia (NH3),22136.0,234.34213329577935,0,0,1,0,0,0,0,0
2021,1(a),15.1905,37.2216,Carbon dioxide (CO2),2008361437.7,569.3767495576742,0,1,0,0,0,0,0,0
2021,2(e),9.3242,45.5611,Sulphur oxides (SOX),241660.0,479.9435168749245,0,0,0,0,0,0,1,0
2022,3(c),16.6569,40.6753,Carbon dioxide (CO2),394573000.0,373.3984326170081,0,0,0,1,0,0,0,0
2023,5(d),12.5756,43.6901,Methane (CH4),427000.0,198.84369245266902,0,0,0,0,0,0,0,1
2023,7(a),12.012,45.552,Ammonia (NH3),13520.0,407.63272664256453,0,0,1,0,0,0,0,0
2024,1(c),16.7564,41.1024,Carbon dioxide (CO2),545353167.9,365.7083823283547,0,1,0,0,0,0,0,0
2022,2(e),10.3928,45.4767,Polychlorinated biphenyls (PCBs),0.573,431.85393204495546,0,0,0,0,0,0,1,0
2024,3(e),9.093056,45.429722,Nitrogen oxides (NOX),276397.7,478.16514829891844,0,0,0,1,0,0,0,0
2024,1(c),13.5906,45.9153,Nitrogen oxides (NOX),184883.0,454.6854917174831,0,1,0,0,0,0,0,0
2023,7(a),11.1679,45.3886,Ammonia (NH3),16722.0,402.05656759211234,0,0,1,0,0,0,0,0
2024,7(a),7.4706,44.2812,Ammonia (NH3),11984.0,486.15953169030996,0,0,1,0,0,0,0,0
2024,9(c),13.4258,41.9964,Sulphur hexafluoride (SF6),1598.7,77.56184590909317,0,0,0,0,1,0,0,0
2024,2(b),17.1999,40.5167,Nitrogen oxides (NOX),3023460.0,422.49503361756746,0,0,0,0,0,0,1,0
2021,2(f),14.4894,42.2097,Cadmium and compounds (as Cd),11.77,168.04097671877324,0,0,0,0,0,0,1,0
2024,7(a),7.8938,45.2458,Ammonia (NH3),13500.0,524.8583541680262,0,0,1,0,0,0,0,0
2021,3(e),9.6395,45.5201,Ammonia (NH3),32409.0,463.0780622267851,0,0,0,1,0,0,0,0
2023,7(a),7.851667,44.576111,Ammonia (NH3),11600.0,479.36895543929313,0,0,1,0,0,0,0,0
2024,7(a),7.8898,44.9805,Ammonia (NH3),27288.0,505.2549258306158,0,0,1,0,0,0,0,0
2023,7(a),12.8419,45.8839,Ammonia (NH3),14797.0,443.541677280921,0,0,1,0,0,0,0,0
2023,9(c),9.4614,45.685,Non-methane volatile organic compounds (NMVOC),110479.0,485.9282401989016,0,0,0,0,1,0,0,0
2023,3(c),12.7394,46.1778,Carbon monoxide (CO),1273066.0,475.75427963107893,0,0,0,1,0,0,0,0
2023,4(e),8.0153,44.2144,Hydro-fluorocarbons (HFCS),100.0,445.5530500261605,1,0,0,0,0,0,0,0
2021,5(d),11.9528,44.5133,Methane (CH4),132828.6,293.59665977949845,0,0,0,0,0,0,0,1
2022,7(a)(i),13.198056,45.901111,Ammonia (NH3),10461.0,448.12646144621823,0,0,1,0,0,0,0,0
2023,2(b),11.0,45.4333,Nickel and compounds (as Ni),82.7,410.5887775813313,0,0,0,0,0,0,1,0
2022,7(a),11.0103,45.0928,Ammonia (NH3),12555.0,374.3997894222247,0,0,1,0,0,0,0,0
2022,4(e),13.2664,45.8193,Hydro-fluorocarbons (HFCS),280.0,439.8423537564886,1,0,0,0,0,0,0,0
2024,1(a),15.219444,37.135556,Nitrogen oxides (NOX),1028012.0,579.1857861069731,0,1,0,0,0,0,0,0
2021,1(c),9.4359,45.3345,Carbon dioxide (CO2),1649336000.0,454.1275854590648,0,1,0,0,0,0,0,0
2021,7(a),10.0245,44.9145,Ammonia (NH3),33000.0,389.85092051859044,0,0,1,0,0,0,0,0
2023,7(a),9.2524,45.2904,Ammonia (NH3),21784.0,458.3143838205518,0,0,1,0,0,0,0,0
2021,7(a),12.3814,44.0025,Ammonia (NH3),13007.0,233.66342984182612,0,0,1,0,0,0,0,0
2021,5(a),7.5856,45.0381,Nitrogen oxides (NOX),190270.0,527.6333775226544,0,0,0,0,0,0,0,1
2023,7(a),11.0014,44.9542,Ammonia (NH3),16341.0,360.119946404735,0,0,1,0,0,0,0,0
2024,7(a),10.8989,44.955,Ammonia (NH3),14800.0,363.0587706641299,0,0,1,0,0,0,0,0
2021,7(a),9.9702,45.4521,Ammonia (NH3),26370.0,443.8249444507975,0,0,1,0,0,0,0,0
2024,3(c),10.8333,45.5792,Nitrogen oxides (NOX),204810.0,430.048733792792,0,0,0,1,0,0,0,0
2022,7(a),9.5927,45.2422,Ammonia (NH3),60130.0,438.79331530959837,0,0,1,0,0,0,0,0
2024,1(c),11.8897,44.6231,Nitrogen oxides (NOX),204660.0,306.4442616358695,0,1,0,0,0,0,0,0
2024,5(d),10.558333,42.965,Methane (CH4),335000.0,198.10260700583234,0,0,0,0,0,0,0,1
2021,4(a),18.0022,40.6395,Nitrogen oxides (NOX),322200.0,481.00117134663145,1,0,0,0,0,0,0,0
2022,7(a),11.051,44.737,Ammonia (NH3),23301.0,336.1261331447292,0,0,1,0,0,0,0,0
2023,7(a),11.9979,43.011153,Ammonia (NH3),13000.0,129.85060422402802,0,0,1,0,0,0,0,0
2021,1(d),8.2897,44.3808,Carbon dioxide (CO2),127916000.0,438.54873299619953,0,1,0,0,0,0,0,0
2023,7(a),12.3228,45.9511,Ammonia (NH3),24788.0,450.36472544874243,0,0,1,0,0,0,0,0
2021,7(a),11.0885,44.9487,Ammonia (NH3),20736.0,357.24733520922206,0,0,1,0,0,0,0,0
2021,7(a),11.7359,45.5142,Ammonia (NH3),48100.0,406.1895407298534,0,0,1,0,0,0,0,0
2024,1(c),11.5833,44.8499,Nitrogen oxides (NOX),440000.0,335.9030476325577,0,1,0,0,0,0,0,0
2021,1(c),8.7397,45.6203,Carbon dioxide (CO2),122010000.0,511.6199893408119,0,1,0,0,0,0,0,0
2022,7(a),13.5831,45.8972,Ammonia (NH3),20118.0,452.5976217699409,0,0,1,0,0,0,0,0
2022,9(c),14.771123,40.783681,Non-methane volatile organic compounds (NMVOC),241696.0,227.02505782072916,0,0,0,0,1,0,0,0
2021,7(a),13.6366,43.1903,Ammonia (NH3),14420.0,170.93558412114717,0,0,1,0,0,0,0,0
2022,7(a),15.4634,41.3812,Ammonia (NH3),39995.6,253.26493347550792,0,0,1,0,0,0,0,0
2022,7(a),10.6428,45.1961,Ammonia (NH3),10030.0,395.46596604352055,0,0,1,0,0,0,0,0
2024,7(a),10.8214,45.2358,Ammonia (NH3),17663.0,394.39160150447384,0,0,1,0,0,0,0,0
2023,7(a),10.154722,45.193333,Ammonia (NH3),18685.0,411.64811356782957,0,0,1,0,0,0,0,0
2021,7(a),8.5297,45.5086,Ammonia (NH3),29800.0,512.133806146261,0,0,1,0,0,0,0,0
2022,7(a),7.5761,44.6911,Ammonia (NH3),17121.0,504.505038952982,0,0,1,0,0,0,0,0
2022,7(a),7.8167,44.9186,Ammonia (NH3),18235.0,505.16196747543046,0,0,1,0,0,0,0,0
2021,7(a),10.8686,44.7202,Ammonia (NH3),16670.0,339.8195978766441,0,0,1,0,0,0,0,0
2021,3(e),15.938142,41.6503009,Nitrogen oxides (NOX),256219.0,286.75917685947906,0,0,0,1,0,0,0,0
2023,7(a),12.2114,43.1667,Ammonia (NH3),16016.0,142.46582393109662,0,0,1,0,0,0,0,0
2024,7(a),8.9311,45.4658,Ammonia (NH3),36383.0,488.9216189799064,0,0,1,0,0,0,0,0
2023,7(a),12.5803,46.0297,Ammonia (NH3),34627.0,458.93938622243024,0,0,1,0,0,0,0,0
2021,7(a),10.962017,45.046117,Ammonia (NH3),11683.0,370.7826240003628,0,0,1,0,0,0,0,0
2021,2(d),11.796,45.0706,Benzene,1941.368,356.7424169062214,0,0,0,0,0,0,1,0
2023,7(a)(i),11.7295,45.1965,Ammonia (NH3),11820.3,371.4158707451715,0,0,1,0,0,0,0,0
2021,1(c),15.268,38.1977,Nitrogen oxides (NOX),173780.0,474.6827614028966,0,1,0,0,0,0,0,0
2023,7(a),12.5072,45.9344,Ammonia (NH3),11312.0,448.29429956597073,0,0,1,0,0,0,0,0
2021,1(c),9.6491,45.2219,Carbon dioxide (CO2),681606754.4,434.4931203224939,0,1,0,0,0,0,0,0
2021,7(a),9.7858,45.0939,Ammonia (NH3),13732.0,416.7248609167934,0,0,1,0,0,0,0,0
2022,1(a),17.193,40.4892,Non-methane volatile organic compounds (NMVOC),380430.0,423.1599159692294,0,1,0,0,0,0,0,0
2021,1(c),9.4359,45.3345,Hydro-fluorocarbons (HFCS),110.2,454.1275854590648,0,1,0,0,0,0,0,0
2022,7(a),10.3558,45.1489,Ammonia (NH3),27362.0,400.0479036243928,0,0,1,0,0,0,0,0
2024,7(a),9.8047,45.4556,Ammonia (NH3),40341.0,450.4026414035515,0,0,1,0,0,0,0,0
2023,1(c),18.0321,40.5638,Carbon dioxide (CO2),3253144400.0,486.1548254028064,0,1,0,0,0,0,0,0
2023,2(b),12.6667,42.5667,Fluorine and inorganic compounds (as HF),5708.3,75.14187357873665,0,0,0,0,0,0,1,0
2022,7(a)(ii),9.5228,45.3564,Ammonia (NH3),11050.0,452.41700002708785,0,0,1,0,0,0,0,0
2022,5(d),17.1475,40.5522,Methane (CH4),195100.0,416.8836401075435,0,0,0,0,0,0,0,1
2021,4(b),12.2333,44.4333,Nitrogen oxides (NOX),644784.0,282.1861503637189,1,0,0,0,0,0,0,0
2024,1(a),15.2723,38.2027,Nickel and compounds (as Ni),61.9459,474.37811556178303,0,1,0,0,0,0,0,0
2021,7(a),9.6982,45.1575,Ammonia (NH3),10591.0,426.39043212108373,0,0,1,0,0,0,0,0
2021,7(a),10.2625,45.3533,Ammonia (NH3),45654.0,423.67236642882324,0,0,1,0,0,0,0,0
2023,5(d),10.979167,44.669722,Methane (CH4),354873.0,331.25575629359884,0,0,0,0,0,0,0,1
2022,9(c),8.9967,45.6008,Non-methane volatile organic compounds (NMVOC),224210.0,497.98225290146166,0,0,0,0,1,0,0,0
2024,2(a),10.2269,45.5333,Copper and compounds (as Cu),390.2288,442.934350852115,0,0,0,0,0,0,1,0
2024,2(b),12.6667,42.5667,Fluorine and inorganic compounds (as HF),5533.7,75.14187357873665,0,0,0,0,0,0,1,0
2022,7(a)(i),12.1441,44.7714,Ammonia (NH3),14480.0,320.24280447101296,0,0,1,0,0,0,0,0
2022,4(b),12.25,44.45,Carbon dioxide (CO2),204097000.0,283.93915705228454,1,0,0,0,0,0,0,0
2022,7(a),12.2994,44.1514,Ammonia (NH3),39796.0,250.54494829404263,0,0,1,0,0,0,0,0
2022,7(a),10.0195,45.2352,Ammonia (NH3),17520.0,420.81011309304284,0,0,1,0,0,0,0,0
2021,7(a),9.8422,45.5178,Ammonia (NH3),73100.0,455.0067386584105,0,0,1,0,0,0,0,0
2023,3(e),12.2592,45.4644,Carbon dioxide (CO2),111471000.0,396.4903506366455,0,0,0,1,0,0,0,0
2022,7(a),11.8478,42.9487,Ammonia (NH3),28977.0,127.90316066566719,0,0,1,0,0,0,0,0
2024,3(c),9.4667,45.6847,Carbon dioxide (CO2),739939000.0,485.68689503915584,0,0,0,1,0,0,0,0
2024,5(d),13.063778,43.789417,Methane (CH4),228000.0,214.81974200653355,0,0,0,0,0,0,0,1
2023,7(a),11.0103,45.0928,Ammonia (NH3),14390.0,374.3997894222247,0,0,1,0,0,0,0,0
2024,2(b),17.1999,40.5167,Ammonia (NH3),55880.0,422.49503361756746,0,0,0,0,0,0,1,0
2022,7(a),11.988658,44.166372,Ammonia (NH3),14429.0,255.05678901207023,0,0,1,0,0,0,0,0
2022,2(b),11.0,45.4333,Carbon monoxide (CO),1046207.6,410.5887775813313,0,0,0,0,0,0,1,0
2021,1(c),12.2661,44.4844,Nitrogen oxides (NOX),279769.0,287.6669114626911,0,1,0,0,0,0,0,0
2023,7(a),10.6411,45.3053,Ammonia (NH3),35200.0,406.7342125644568,0,0,1,0,0,0,0,0
2023,7(a),9.8306,45.5139,Ammonia (NH3),13680.0,455.0647377577469,0,0,1,0,0,0,0,0
2023,7(a),7.519722,44.736111,Ammonia (NH3),19330.0,511.0573477479774,0,0,1,0,0,0,0,0
2023,7(a),10.8095,45.0619,Ammonia (NH3),17115.0,376.6967265516976,0,0,1,0,0,0,0,0
2022,1(c),14.441111,37.5425,Carbon dioxide (CO2),177954640.0,512.5366645240119,0,1,0,0,0,0,0,0
2023,7(a),9.98,45.2831,Ammonia (NH3),10930.0,426.9677819082548,0,0,1,0,0,0,0,0
2021,1(c),17.2152,40.5108,Sulphur oxides (SOX),1145298.0,423.94185302872364,0,1,0,0,0,0,0,0
2022,1(d),8.2897,44.3808,Carbon dioxide (CO2),129179000.0,438.54873299619953,0,1,0,0,0,0,0,0
2021,6(b),11.0347,45.9197,Carbon dioxide (CO2),128226000.0,461.72831268666476,0,0,0,0,0,1,0,0
2022,7(a),10.0335,44.7903,Ammonia (NH3),22620.0,377.78172318226456,0,0,1,0,0,0,0,0
2024,7(a),10.4549,45.5108,Ammonia (NH3),10394.0,433.41434876694893,0,0,1,0,0,0,0,0
2021,1(c),9.4794,45.0899,Nitrous oxide (N2O),32898.5,429.82876504034436,0,1,0,0,0,0,0,0
2022,2(e),9.15395,45.553903,Sulphur oxides (SOX),241000.0,486.67604362036775,0,0,0,0,0,0,1,0
2024,3(c),13.258717,42.463755,Nitrogen oxides (NOX),242558.4,88.52024109973759,0,0,0,1,0,0,0,0
2024,2(e),8.7622,45.2842,Zinc and compounds (as Zn),257.6072,481.3472687010468,0,0,0,0,0,0,1,0
2022,1(c),12.2458,45.4313,Nickel and compounds (as Ni),91.195,392.8681219243284,0,1,0,0,0,0,0,0
2023,1(c),8.9733,45.0286,Nitrogen oxides (NOX),248752.0,448.95765443327025,0,1,0,0,0,0,0,0
2022,1(c),12.2458,45.4313,Arsenic and compounds (as As),91.195,392.8681219243284,0,1,0,0,0,0,0,0
2022,4(b),11.5921,44.856,Carbon dioxide (CO2),264046000.0,336.40887356733657,1,0,0,0,0,0,0,0
2022,7(a),9.9702,45.4521,Ammonia (NH3),27120.0,443.8249444507975,0,0,1,0,0,0,0,0
2024,1(c),8.8666,45.1002,Carbon dioxide (CO2),2237927000.0,460.4565851575858,0,1,0,0,0,0,0,0
